"Ad name","Delivery status","Delivery level","Ad set name","Ad name","Attribution setting","Amount spent (PLN)",Purchases,"Purchases conversion value","Cost per purchase","Koszulkowy Contribution Profit (7 Days Attribution) (PLN)","Result value type","Results ROAS","Average purchases conversion value","Purchases rate per link clicks","Purchases rate per landing page views","Checkouts initiated","Checkouts initiated conversion value","Cost per checkout initiated","Adds to cart","Adds to cart conversion value","Cost per add to cart","Landing page views","App landing page views","Website landing page views","Cost per landing page view","Landing Page Views / Outbound Clicks Rate","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Hook Rate","Hold Rate","CPM (cost per 1,000 impressions)","Quality ranking","Engagement rate ranking","Conversion rate ranking","Link (ad settings)","Body (ad settings)","Reporting starts","Reporting ends"
"33746 Ranczo Geniusz",not_delivering,ad,"1.Pragmatyczny Śmieszek_80_29__PL","33746 Ranczo Geniusz","7-day click, 1-day view or 1-day engaged view",0.02,,,,-0.02,,,,0,0,,,,,,,,,,,,,,,0,,2.85714286,-,-,-,https://koszulkowy.pl/33746-geniusz-po-prostu.html,"Geniusz, po prostu geniusz 👌 męska koszulka na prezent dla fanów serialu Ranczo  👕 Zamów teraz 🎁 https://koszulkowy.pl/33746-geniusz-po-prostu.html 🤩 Wysyłka w 24h",2026-01-01,2026-01-31
"1670 34890",inactive,ad,"11.Pragmatyczny Śmieszek__140_70_PL","1670 34890","7-day click, 1-day view or 1-day engaged view",0.02,,,,-0.02,,,,0,0,,,,,,,,,,,,,,,0,,1,-,-,-,https://koszulkowy.pl/34890-kto-nie-ryzykuje.html,"Kto nie ryzykuje ten nie je ziemniaków - dla fanów serialu 1670. T-shirt dla odważnych i z poczuciem humoru! 🎁 Sprawdź szczegóły 👉 https://koszulkowy.pl/34890-kto-nie-ryzykuje.html",2026-01-01,2026-01-31
"ABO Sprzedaż Rolki Meta - Szybka Wysyłka – kopia",inactive,ad,"F0 - Copy 14IX25 - bez kubek kochanie","ABO Sprzedaż Rolki Meta - Szybka Wysyłka – kopia","7-day click, 1-day view or 1-day engaged view",0.02,,,,-0.02,,,,0,0,,,,,,,,,,,,,,,0,,20,-,-,-,https://koszulkowy.pl/,"To nie żart, to Koszulkowy.pl!
Lubisz, gdy od kliknięcia „Kup teraz” do rozpakowania paczki mija dosłownie chwila? My też! Dlatego:
🎁 Ekspresowa realizacja 
🎁 Jakość bez kompromisów
🎁 Setki wzorów
👉 Sprawdź nas teraz na Koszulkowy.pl i przekonaj się, że szybka wysyłka i topowa jakość mogą iść w parze.
Nie czekaj – kliknij, zamów, noś! 🎉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"ABO Sprzedaż Rolki Meta - Przyszłość – kopia",not_delivering,ad,"Różne Rolki","ABO Sprzedaż Rolki Meta - Przyszłość – kopia","7-day click, 1-day view or 1-day engaged view",0.02,,,,-0.02,,,,0,0,,,,,,,,,,,,,,,1,0,20,-,-,-,https://koszulkowy.pl/,"O jakiej przyszłości wtedy myśleliście? 😇 Napiszcie w komentarzu! 👇
Odwiedź naszą stronę 👉 https://koszulkowy.pl/
#viralvideoシ #pomyslnaprezent #koszulkowy #prezentdladziecka",2026-01-01,2026-01-31
"Pies i kocyk 36504",inactive,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","Pies i kocyk 36504","7-day click, 1-day view or 1-day engaged view",0.02,,,,-0.02,,,,0,0,,,,,,,,,,,,,,,0,,5,-,-,-,https://koszulkowy.pl/36504-swieca-na-wspolne-lezenie.html,"Świeca na wspólne leżenie z pieskiem pod kocykiem - świeczka zapachowa na prezent. Stwórz magiczny nastrój i obdaruj bliskich wyjątkowym aromatem! 🕯️ Zobacz szczegóły 🌟 https://koszulkowy.pl/36504-swieca-na-wspolne-lezenie.html",2026-01-01,2026-01-31
"CKW Multi 1670 - 35098",not_delivering,ad,"CKW 1670","CKW Multi 1670 - 35098","7-day click, 1-day view or 1-day engaged view",0.02,,,,-0.02,,,,0,0,,,,,,,,,,,,,,,0,,3.33333333,-,-,-,https://koszulkowy.pl/35098-gerard-z-rumi.html,"Gerard z Rumi dla fanów serialu 1670. 🎁 Spraw, aby prezent był niezapomniany i pełen uśmiechu! 😄 Kup teraz 👉 https://koszulkowy.pl/35098-gerard-z-rumi.html",2026-01-01,2026-01-31
"Kury Kat 1015 ROLKA – kopia",not_delivering,ad,"Różne Rolki","Kury Kat 1015 ROLKA – kopia","7-day click, 1-day view or 1-day engaged view",0.02,,,,-0.02,,,,0,0,,,,,,,,,,,,,,,0.5,1,10,-,-,-,https://koszulkowy.pl/1015-dla-hodowcy-kur,"Jeśli Twoje serce bije w rytmie koguciego piania, a kurnik to Twoje królestwo, to nasza kolekcja jest właśnie dla Ciebie! 🐔 🐓

Koszulkowy.pl przygotował szeroką ofertę odzieży i akcesoriów, które doskonale oddają pasję do hodowli kur. Nasze produkty to połączenie humoru, jakości i funkcjonalności – idealne na prezent lub codzienne noszenie.🪶

Kup teraz➡️ https://koszulkowy.pl/1015-dla-hodowcy-kur",2026-01-01,2026-01-31
"1670 34890",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","1670 34890","7-day click, 1-day view or 1-day engaged view",0.02,,,,-0.02,,,,0,0,,,,,,,,,,,,,,,0,,1.53846154,-,-,-,https://koszulkowy.pl/34890-kto-nie-ryzykuje.html,"Kto nie ryzykuje ten nie je ziemniaków - dla fanów serialu 1670. T-shirt dla odważnych i z poczuciem humoru! 🎁 Sprawdź szczegóły 👉 https://koszulkowy.pl/34890-kto-nie-ryzykuje.html",2026-01-01,2026-01-31
"1670 Hazard 35197",not_delivering,ad,"CKW 1670","1670 Hazard 35197","7-day click, 1-day view or 1-day engaged view",0.02,,,,-0.02,,,,0,0,,,,,,,,,,,,,,,0,,3.33333333,-,-,-,https://koszulkowy.pl/35197-szczesc-boze.html,"Szczęść Boże! My na hazard. 🎲 Zaskocz bliskich wyjątkowym podarunkiem, który rozbawi każdego miłośnika gier! ⚡ Kup teraz: https://koszulkowy.pl/35197-szczesc-boze.html",2026-01-01,2026-01-31
"Film - 33691 łzy pracowników",inactive,ad,"11.Pragmatyczny Śmieszek__140_70_PL","Film - 33691 łzy pracowników","7-day click, 1-day view or 1-day engaged view",0.02,,,,-0.02,,,,0,0,,,,,,,,,,,,,,,0,,3.33333333,-,-,-,https://koszulkowy.pl/33691-lez-pracownikow-swieczka.html,"Szukasz prezentu dla szefa z dystansem? 😎
Ta świeca to absolutny hit! Zapach łez Twoich pracowników gwarantuje wybuch śmiechu już przy otwarciu pudełka 😂
Idealnie sarkastyczna, idealnie biurowa, idealnie trafiona.
Sprawdź 👉 https://koszulkowy.pl/33691-lez-pracownikow-swieczka.html",2026-01-01,2026-01-31
"Six seven 36547 – kopia",inactive,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","Six seven 36547 – kopia","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,2,-,-,-,https://koszulkowy.pl/36547-six-seven-67.html,"Six seven 67 - Italian Brainrot - dziecięca koszulka na prezent. Podaruj dziecku wyjątkowy styl i odrobinę włoskiego szału! 🌟 Kup teraz 👉 https://koszulkowy.pl/36547-six-seven-67.html",2026-01-01,2026-01-31
"CKW Multi Świece 33691",not_delivering,ad,"CKW Świece","CKW Multi Świece 33691","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,10,-,-,-,https://koszulkowy.pl/33691-swieca-o-zapachu-lez-twoich-pracownikow.html,"Świeca o zapachu łez Twoich pracowników - świeca zapachowa na prezent dla szefa. 🎁 Zaskocz szefa nietuzinkowym upominkiem, który rozśmieszy i umili czas w biurze! 🔥 Kup teraz 👉 https://koszulkowy.pl/33691-swieca-o-zapachu-lez-twoich-pracownikow.html",2026-01-01,2026-01-31
"Najlepszy dziadek 38336",not_delivering,ad,"A+ Babcia i Dziadek nowości","Najlepszy dziadek 38336",Incremental,0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,1.11111111,-,-,-,https://koszulkowy.pl/38336-najlepszy-dziadek.html,"Najlepszy dziadek na świecie - lampka led z grawerem. 🌟 Podaruj dziadkowi wyjątkowe chwile otulone światłem! 🎁 Sprawdź szczegóły: 👉 https://koszulkowy.pl/38336-najlepszy-dziadek.html",2026-01-01,2026-01-31
"30.06 | F0 Reklama 3 szybka dostawa",inactive,ad,"F0 - Copy 14IX25 - bez kubek kochanie","30.06 | F0 Reklama 3 szybka dostawa","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,3.33333333,-,-,-,https://fb.com/canvas_doc/1376173213563161,"Dobry prezent nie może się spóźnić więc zamów go na Koszulkowy.pl 🚚💯

🎁 Kiedy zbliża się urodzinowy toast, rocznicowa kolacja albo po prostu chcesz poprawić komuś humor — szybka dostawa to podstawa ⭐⭐⭐⭐⭐",2026-01-01,2026-01-31
"ABO Sprzedaż Rolki Meta 31846 BOOM – kopia",not_delivering,ad,"Różne Rolki","ABO Sprzedaż Rolki Meta 31846 BOOM – kopia","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,10,-,-,-,https://koszulkowy.pl/31846-boom-minecraft.html,"💣 Koszulka Minecraft „BOOM” – HIT dla młodych fanów gry! 🎮👕

Masz w domu małego gracza, który żyje światem bloków i pikseli? Szukasz prezentu, który naprawdę go ucieszy? 🎁

W Koszulkowy.pl mamy coś, co wybucha radością – dosłownie! 💥
Dziecięca koszulka „BOOM” z motywem creepera to idealny wybór na prezent dla każdego fana Minecrafta.
Personalizowana, wygodna i stworzona z myślą o młodych pasjonatach tej kultowej gry!

🎮 Koszulki Minecraft to nasz sposób na połączenie zabawy z wygodą. Sprawdzą się jako prezent na urodziny, święta lub po prostu jako niespodzianka bez okazji.

👕 100% bawełna premium – miękka i przyjazna dla skóry
🎨 Autorski projekt inspirowany Minecraftem
⚡️ Ekspresowa realizacja i wysyłka
🎁 Prezent, który robi „BOOM!” – dosłownie i w przenośni

👇 Sprawdź tę i inne koszulki z serii Minecraft:
https://koszulkowy.pl/31846-boom-minecraft.html
📦 Darmowa dostawa od 79 zł

#MinecraftKoszulka #koszulkinaprezent #prezentdlaDziecka #gadżetynaprezent #koszulkidziecięce #Koszulkowypl #prezentdlaGracza #BOOMminecraft #dziecięcekoszulki",2026-01-01,2026-01-31
"25557 Budowlaniec",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","25557 Budowlaniec","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,2.5,-,-,-,https://koszulkowy.pl/25557-jestem-budowlancem.html,"Jestem budowlańcem - nie kłócę się, po prostu tłumaczę, dlaczego mam rację 🏗️👷‍♂️
Czy wszyscy budowlańcy zawsze mają rację? Koszulka dla prawdziwych profesjonalistów 🤩🎁
Kup teraz ✅ https://koszulkowy.pl/25557-jestem-budowlancem.html",2026-01-01,2026-01-31
"Anatomia 40 lat 36017",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Anatomia 40 lat 36017","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,10,-,-,-,https://koszulkowy.pl/36017-anatomia-40-latki.html,"Anatomia 40-latki - damska koszulka na prezent. 🎁 Zaskocz jubilatkę koszulką, która z humorem podkreśla jej wyjątkowość! ✨ Sprawdź teraz 🤩 https://koszulkowy.pl/36017-anatomia-40-latki.html",2026-01-01,2026-01-31
"Karuzela - Dziadek Wszystko",not_delivering,ad,"A+ Karuzele Katalogi Babcia i Dziadek Zestaw reklam","Karuzela - Dziadek Wszystko","7-day click",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,2,-,-,-,https://koszulkowy.pl/773-prezent-dla-dziadka,"Podaruj swojemu dziadkowi wyjątkowy prezent i pokaż, że o nim pamiętasz 💝
Wejdź i zobacz co dla Ciebie przygotowaliśmy 👉 https://koszulkowy.pl/773-prezent-dla-dziadka",2026-01-01,2026-01-31
"DPA CKW Rower Karuzela Video",not_delivering,ad,"DPA CKW Rower","DPA CKW Rower Karuzela Video","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,5,-,-,-,https://koszulkowy.pl/557-prezent-dla-rowerzysty,"Idealny prezent dla fanów rowerowych przygód 👉 https://koszulkowy.pl/557-prezent-dla-rowerzysty 👕 Zamów koszulkę, bluzę z kapturem, magiczny kubek lub inny gadżet na prezent ✨ Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"20453| kubek jestes- Polina",active,ad,Universal__100+80__45__PL__Walentynki,"20453| kubek jestes- Polina","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,1,-,-,-,https://koszulkowy.pl/20453-kochanie-dobrze-ze-jestes-magiczny-kubek-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"1670 Koń 35205",not_delivering,ad,"1.Pragmatyczny Śmieszek_80_29__PL","1670 Koń 35205","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,1.66666667,-,-,-,https://koszulkowy.pl/35205-kon-ci-sie-chyba-rozchorowal.html,"Koń Ci się chyba rozchorował. 🐴 Ten zabawny t-shirt wywoła uśmiech na twarzy każdego miłośnika serialu! 🎁 Kup teraz i spraw radość swojemu bliskiemu! 👉 https://koszulkowy.pl/35205-kon-ci-sie-chyba-rozchorowal.html",2026-01-01,2026-01-31
"1670 My na hazard 35197",not_delivering,ad,"8.Pragmatyczny Śmieszek__135_ 49_PL","1670 My na hazard 35197","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,1.11111111,-,-,-,https://koszulkowy.pl/35197-szczesc-boze.html,"Szczęść Boże! My na hazard. 🎲 Zaskocz bliskich wyjątkowym podarunkiem, który rozbawi każdego miłośnika gier! ⚡ Kup teraz: https://koszulkowy.pl/35197-szczesc-boze.html",2026-01-01,2026-01-31
"DPA CKW Ksiądz Karuzela Video",inactive,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","DPA CKW Ksiądz Karuzela Video","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,2,-,-,-,https://koszulkowy.pl/726-prezent-dla-ksiedza,"Idealny prezent dla księdza 👉 https://koszulkowy.pl/726-prezent-dla-ksiedza 👕 Zamów koszulkę, bluzę z kapturem, magiczny kubek lub inny gadżet 🤩",2026-01-01,2026-01-31
"Taaka ryba 36505",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Taaka ryba 36505","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,3.33333333,-,-,-,https://koszulkowy.pl/36505-swieca-o-zapachu-taaakiej-ryby.html,"Świeca o zapachu taaakiej ryby! - świeczka zapachowa na prezent. Szukasz niebanalnego pomysłu na prezent, który wywoła uśmiech na twarzy? 🌟 Kup teraz 👉 https://koszulkowy.pl/36505-swieca-o-zapachu-taaakiej-ryby.html",2026-01-01,2026-01-31
"Bogaty i umyty 35464 – Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Bogaty i umyty 35464 – Copy","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,5,-,-,-,https://koszulkowy.pl/35464-a-ja-jestem-bogaty.html,"A ja jestem bogaty i umyty. 💰 Doskonały prezent dla osoby, która kocha oryginalne i zabawne upominki. 🎁 Kup teraz ➡️ https://koszulkowy.pl/35464-a-ja-jestem-bogaty.html",2026-01-01,2026-01-31
"CKW Ranczo Karuzela Video 35647",not_delivering,ad,"CKW Ranczo 35647","CKW Ranczo Karuzela Video 35647","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,5,-,-,-,http://koszulkowy.pl/,"Prezent dla fana serialu 👉 https://koszulkowy.pl/35647-jaka-marchew.html 👕 Zamów koszulkę ✨ Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"Mama księgowa - Rolka",not_delivering,ad,"CKW Mama","Mama księgowa - Rolka","7-day click or 1-day view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,1,0,10,-,-,-,https://koszulkowy.pl/736-prezent-dla-ksiegowego,"Prezent dla księgowej? Mamy pomysły, które są lepsze niż zwrot podatku! 💸😄
Zobacz sam! 👉 https://koszulkowy.pl/736-prezent-dla-ksiegowego
#viralvideoシ #prezent #księgowa #pomyslnaprezent #koszulkowy",2026-01-01,2026-01-31
"CKW Multi 1670 - 19393",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Multi 1670 - 19393","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,1.66666667,-,-,-,https://koszulkowy.pl/19393-jestes-swoj-chlop.html,"Koszulka inspirowana serialem 👕
Jesteś swój chłop... Tak się tylko mówi. Oczywiście jesteś mój chłop! 🤩
Zamów 👉 https://koszulkowy.pl/19393-jestes-swoj-chlop.html",2026-01-01,2026-01-31
"1670 My na hazard 35197 – Copy",inactive,ad,"8.Pragmatyczny Śmieszek__80_ 70_PL","1670 My na hazard 35197 – Copy","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,0.71428571,-,-,-,https://koszulkowy.pl/35197-szczesc-boze.html,"Szczęść Boże! My na hazard 👕 męska koszulka na prezent dla fanów serialu 1670 🤩 Kup teraz 🎁 https://koszulkowy.pl/35197-szczesc-boze.html",2026-01-01,2026-01-31
"CKW Multi 1670R Video - 19393",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Multi 1670R Video - 19393","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,2,-,-,-,https://koszulkowy.pl/19393-jestes-swoj-chlop-tak-sie-tylko-mowi-oczywiscie-jestes-moj-chlop-meska-koszulka-dla-fanow-serialu-1670.html,"#1670 #netflix #prezent  https://koszulkowy.pl/19393-moj-chlop.html",2026-01-01,2026-01-31
"38826| kubek walic walentynki - Polina",active,ad,Universal__100+80__45__PL__Walentynki,"38826| kubek walic walentynki - Polina","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,0,1,0.01,14.28571429,0,,1.42857143,-,-,-,https://koszulkowy.pl/38826-walic-walentynki-kocham-cie-kazdego-dnia-kubek-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"CKW Multi 1670 - 35098",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","CKW Multi 1670 - 35098","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,0.76923077,-,-,-,https://koszulkowy.pl/35098-gerard-z-rumi.html,"Gerard z Rumi dla fanów serialu 1670. 🎁 Spraw, aby prezent był niezapomniany i pełen uśmiechu! 😄 Kup teraz 👉 https://koszulkowy.pl/35098-gerard-z-rumi.html",2026-01-01,2026-01-31
"DYNAMIC TATA MULTIFOTY - Copy",active,ad,Universal__3x,"DYNAMIC TATA MULTIFOTY - Copy","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,2,-,-,-,https://koszulkowy.pl/217-koszulki-i-bluzy-dla-taty,"Wejdź ➡ https://koszulkowy.pl/217-dla-taty",2026-01-01,2026-01-31
"Bogaty i umyty 35464 – Copy - Copy 2",active,ad,Universal__100+80__45__PL__*,"Bogaty i umyty 35464 – Copy - Copy 2","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,2,-,-,-,https://koszulkowy.pl/35464-a-ja-jestem-bogaty.html,"A ja jestem bogaty i umyty 👕 męska koszulka na prezent dla fanów serialu 1670 🎁 https://koszulkowy.pl/35464-a-ja-jestem-bogaty.html 🤩 Wysyłka w 24h",2026-01-01,2026-01-31
"Świeca 1670 35630 - Copy",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Świeca 1670 35630 - Copy","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,1.11111111,-,-,-,https://koszulkowy.pl/35630-swieca-o-zapachu-adamczychy.html,"Świeca o zapachu Adamczychy bez Andrzeja - świeczka zapachowa na prezent dla fanów serialu 1670. Wyjątkowy zapach, który przeniesie Cię prosto w klimat ulubionego serialu! 🎬✨ Kup teraz 👉 https://koszulkowy.pl/35630-swieca-o-zapachu-adamczychy.html",2026-01-01,2026-01-31
"16082 Fartuch",inactive,ad,"6.Sentymentalna Opiekunka__115_ 42_PL","16082 Fartuch","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,0.5,-,-,-,https://koszulkowy.pl/16082-lepiej-smakuje-fartuch.html,"Wszystko lepiej smakuje kiedy babcia gotuje 🎁💖
Fartuch to idealny wybór dla każdej babci, która uwielbia gotować z miłością! 🍽️👵💖 Dzięki niemu każdy posiłek będzie smaczniejszy, a kuchnia pełna radości i uśmiechu! 😋🎉
 Kup teraz 👉 https://koszulkowy.pl/16082-lepiej-smakuje-fartuch.html",2026-01-01,2026-01-31
"Walentynki 27443 – kopia",not_delivering,ad,"Walentynki 1","Walentynki 27443 – kopia","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,10,-,-,-,https://koszulkowy.pl/27443-bede-cie-wkurzac.html,"Będę Cię wkurzać do końca Twoich dni 😁💞
Miłość można okazywać na różne sposoby 💝
Zobacz 👉 https://koszulkowy.pl/27443-bede-cie-wkurzac.html",2026-01-01,2026-01-31
"Ranczo Kubek 35341 jest w scalingu",not_delivering,ad,"1.Pragmatyczny Śmieszek_80_29__PL","Ranczo Kubek 35341 jest w scalingu","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,1.25,-,-,-,https://koszulkowy.pl/35341-z-laweczka-zadzierasz.html,"Z ławeczką zadzierasz? Ciulu niemyty - dla fanów serialu Ranczo 🎁  kubek na prezent 🤩 Kup teraz 👉 https://koszulkowy.pl/35341-z-laweczka-zadzierasz.html",2026-01-01,2026-01-31
"F0 Sitko ATC Zestaw 2 Hook 3",inactive,ad,"F0 - Copy 14IX25 - bez kubek kochanie","F0 Sitko ATC Zestaw 2 Hook 3","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0.5,0,5,-,-,-,https://koszulkowy.pl/,"🛍️ Sprawdź teraz! ⬇️ najlepsze prezenty
✅ https://koszulkowy.pl/",2026-01-01,2026-01-31
"LINK - Karuzela Video Dziadki Unboxing",inactive,ad,"F0 - Copy 14IX25 - bez kubek kochanie","LINK - Karuzela Video Dziadki Unboxing","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,10,-,-,-,https://koszulkowy.pl/,"Sprawdź pełną ofertę prezentów dla Babci i Dziadka 💝 👉 https://koszulkowy.pl/
Zamów i przekonaj się dlaczego nas chwalą :)",2026-01-01,2026-01-31
"Bogaty i umyty 35464 – Copy - Copy",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Bogaty i umyty 35464 – Copy - Copy","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,5,-,-,-,https://koszulkowy.pl/35464-a-ja-jestem-bogaty.html,"A ja jestem bogaty i umyty 👕 męska koszulka na prezent dla fanów serialu 1670 🎁 https://koszulkowy.pl/35464-a-ja-jestem-bogaty.html 🤩 Wysyłka w 24h",2026-01-01,2026-01-31
"R1 13917 mama",not_delivering,ad,"CKW Mama","R1 13917 mama","7-day click or 1-day view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,5,-,-,-,https://koszulkowy.pl/13917-po-wszystkich-sprzatam.html,"Świetny pomysł na prezent 🎁🤗

A ja tylko chodzę i po wszystkich sprzątam 🧹

Kup teraz ▶ https://koszulkowy.pl/13917-po-wszystkich-sprzatam.html",2026-01-01,2026-01-31
"Świece karuzela Multifota (07.10)",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Świece karuzela Multifota (07.10)","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,5,-,-,-,https://koszulkowy.pl/1068-swiece-zapachowe,"🔥 Świeczki, które mają charakter! 🔥

Nie każda świeca musi być nudna i różana. Nasze wzory to coś więcej – to świeczki dla ludzi z pasją.

👷‍♂️ Dla elektryków – z błyskiem humoru i energii.
🏍️ Dla motocyklistów – z nutą wolności i przygody.
🎁 Idealne na prezent dla znajomych z branży albo po prostu jako wyjątkowy gadżet do domu czy garażu.

To nie tylko zapach, ale styl i osobowość zamknięta w szkle.
👉 Sprawdź całą kolekcję tutaj: https://koszulkowy.pl/1068-swiece-zapachowe",2026-01-01,2026-01-31
"DPA Emeryt – kopia",not_delivering,ad,"DPA CKW Emeryt","DPA Emeryt – kopia","7-day click, 1-day view or 1-day engaged view",0.01,,,,-0.01,,,,0,0,,,,,,,,,,,,,,,0,,1.66666667,-,-,-,https://koszulkowy.pl/554-prezent-dla-emeryta,"Dla emerytów, którzy wreszcie mają czas na relaks i trochę dobrego śmiechu! 😄🌿 Wybierz upominki, które poprawiają nastrój i podkreślają zalety zasłużonego odpoczynku emeryta! 👉 https://koszulkowy.pl/554-prezent-dla-emeryta",2026-01-01,2026-01-31
"Nauczyciel Rolka – kopia – kopia",inactive,ad,"DPA CKW Nauczyciel","Nauczyciel Rolka – kopia – kopia","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/,"Podziękuj nauczycielom wyjątkowym prezentem! 🎁
Nauczyciele to prawdziwi bohaterowie codzienności – cierpliwie tłumaczą, motywują i inspirują do działania. 💡 
Zamiast wręczać po raz kolejny tradycyjny bukiet kwiatów, postaw na coś, co zostanie na dłużej i wywoła uśmiech. 💐
Wybierz oryginalny gadżet z naszego sklepu i pokaż, że doceniasz ich pracę w wyjątkowy sposób. 🎉
Kup teraz ➡️ https://koszulkowy.pl/747-prezent-dla-nauczyciela",2026-01-01,2026-01-31
"35338 | Koszulka Bogaty | Polina",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","35338 | Koszulka Bogaty | Polina","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/35338-z-laweczka-zadzierasz-ciulu-niemyty-dla-fanow-serialu-ranczo-meska-koszulka-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"Szaleństwa z ciocią 37305",not_delivering,ad,"A+ Świece dla rodziny V2","Szaleństwa z ciocią 37305",Incremental,0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/37305-swieca-o-zapachu-szalenstw-z-ciocia.html,"Świeca o zapachu szaleństw z ciocią - świeczka zapachowa na prezent dla cioci. 🎁 Rozpyl magię wspólnych chwil i wypełnij dom aromatem radości i niezapomnianych przygód! ✨ Kup teraz 👉 https://koszulkowy.pl/37305-swieca-o-zapachu-szalenstw-z-ciocia.html",2026-01-01,2026-01-31
